date,category,subcategory,amount,type,description,month,month_num,year
2024-09-25,Investment,Crypto,4510.85,expense,Crypto payment,September,9,2024
2024-09-26,Entertainment,Events,764.73,expense,Events payment,September,9,2024
2024-09-26,Shopping,Home Decor,974.35,expense,Home Decor payment,September,9,2024
2024-09-27,Housing,Electricity,1576.51,expense,Electricity payment,September,9,2024
2024-09-27,Food,Restaurants,844.43,expense,Restaurants payment,September,9,2024
2024-09-27,Food,Food Delivery,1318.31,expense,Food Delivery payment,September,9,2024
2024-09-27,Transport,Metro,266.3,expense,Metro payment,September,9,2024
2024-09-27,Health,Doctor,1431.09,expense,Doctor payment,September,9,2024
2024-09-28,Food,Coffee,417.06,expense,Coffee payment,September,9,2024
2024-09-28,Transport,Metro,158.23,expense,Metro payment,September,9,2024
2024-09-28,Transport,Car Maintenance,4128.11,expense,Car Maintenance payment,September,9,2024
2024-09-28,Entertainment,Gaming,766.65,expense,Gaming payment,September,9,2024
2024-09-28,Health,Doctor,2397.98,expense,Doctor payment,September,9,2024
2024-09-28,Shopping,Books,705.29,expense,Books payment,September,9,2024
2024-09-29,Transport,Car Maintenance,1759.01,expense,Car Maintenance payment,September,9,2024
2024-09-30,Income,Freelance,10017.39,income,Freelance payment,September,9,2024
2024-09-30,Housing,Maintenance,2979.81,expense,Maintenance payment,September,9,2024
2024-09-30,Food,Groceries,2851.78,expense,Groceries payment,September,9,2024
2024-09-30,Food,Coffee,255.69,expense,Coffee payment,September,9,2024
2024-09-30,Transport,Fuel,2327.68,expense,Fuel payment,September,9,2024
2024-09-30,Transport,Uber,617.07,expense,Uber payment,September,9,2024
2024-09-30,Entertainment,Movies,698.3,expense,Movies payment,September,9,2024
2024-09-30,Shopping,Electronics,2779.29,expense,Electronics payment,September,9,2024
2024-09-30,Investment,Mutual Funds,5905.77,expense,Mutual Funds payment,September,9,2024
2024-09-30,Investment,Crypto,2191.84,expense,Crypto payment,September,9,2024
2024-10-01,Income,Salary,64829.51,income,Salary payment,October,10,2024
2024-10-01,Housing,Rent,15000.0,expense,Rent payment,October,10,2024
2024-10-01,Housing,Internet,699.0,expense,Internet payment,October,10,2024
2024-10-01,Food,Restaurants,1988.87,expense,Restaurants payment,October,10,2024
2024-10-01,Food,Food Delivery,720.4,expense,Food Delivery payment,October,10,2024
2024-10-01,Transport,Metro,413.92,expense,Metro payment,October,10,2024
2024-10-01,Entertainment,OTT Subscriptions,1172.43,expense,OTT Subscriptions payment,October,10,2024
2024-10-01,Health,Gym,1827.85,expense,Gym payment,October,10,2024
2024-10-01,Health,Insurance,3083.8,expense,Insurance payment,October,10,2024
2024-10-01,Shopping,Clothing,3846.56,expense,Clothing payment,October,10,2024
2024-10-01,Shopping,Home Decor,779.87,expense,Home Decor payment,October,10,2024
2024-10-01,Savings,Fixed Deposit,12784.17,expense,Fixed Deposit payment,October,10,2024
2024-10-02,Income,Salary,58947.82,income,Salary payment,October,10,2024
2024-10-02,Housing,Rent,15000.0,expense,Rent payment,October,10,2024
2024-10-02,Housing,Internet,699.0,expense,Internet payment,October,10,2024
2024-10-02,Food,Coffee,783.96,expense,Coffee payment,October,10,2024
2024-10-02,Transport,Car Maintenance,1072.06,expense,Car Maintenance payment,October,10,2024
2024-10-02,Entertainment,OTT Subscriptions,1211.15,expense,OTT Subscriptions payment,October,10,2024
2024-10-02,Entertainment,Movies,652.26,expense,Movies payment,October,10,2024
2024-10-02,Entertainment,Events,1031.61,expense,Events payment,October,10,2024
2024-10-02,Health,Gym,1973.36,expense,Gym payment,October,10,2024
2024-10-02,Health,Insurance,3108.0,expense,Insurance payment,October,10,2024
2024-10-02,Shopping,Books,657.41,expense,Books payment,October,10,2024
2024-10-02,Investment,Stocks,4073.13,expense,Stocks payment,October,10,2024
2024-10-02,Savings,Fixed Deposit,16868.06,expense,Fixed Deposit payment,October,10,2024
2024-10-03,Income,Salary,56421.4,income,Salary payment,October,10,2024
2024-10-03,Income,Dividends,2735.63,income,Dividends payment,October,10,2024
2024-10-03,Housing,Rent,15000.0,expense,Rent payment,October,10,2024
2024-10-03,Housing,Internet,699.0,expense,Internet payment,October,10,2024
2024-10-03,Transport,Metro,239.46,expense,Metro payment,October,10,2024
2024-10-03,Entertainment,OTT Subscriptions,917.58,expense,OTT Subscriptions payment,October,10,2024
2024-10-03,Health,Gym,2281.35,expense,Gym payment,October,10,2024
2024-10-04,Food,Restaurants,1852.49,expense,Restaurants payment,October,10,2024
2024-10-04,Food,Food Delivery,1449.7,expense,Food Delivery payment,October,10,2024
2024-10-04,Shopping,Home Decor,3017.09,expense,Home Decor payment,October,10,2024
2024-10-04,Investment,Crypto,3280.98,expense,Crypto payment,October,10,2024
2024-10-05,Income,Dividends,2840.45,income,Dividends payment,October,10,2024
2024-10-05,Housing,Maintenance,2466.89,expense,Maintenance payment,October,10,2024
2024-10-05,Food,Coffee,347.17,expense,Coffee payment,October,10,2024
2024-10-05,Health,Doctor,2654.94,expense,Doctor payment,October,10,2024
2024-10-05,Shopping,Clothing,2748.07,expense,Clothing payment,October,10,2024
2024-10-05,Investment,Mutual Funds,2596.0,expense,Mutual Funds payment,October,10,2024
2024-10-05,Investment,Gold,2022.22,expense,Gold payment,October,10,2024
2024-10-05,Savings,Emergency Fund,2920.38,expense,Emergency Fund payment,October,10,2024
2024-10-06,Transport,Metro,123.4,expense,Metro payment,October,10,2024
2024-10-06,Shopping,Clothing,1810.24,expense,Clothing payment,October,10,2024
2024-10-06,Investment,Crypto,1242.53,expense,Crypto payment,October,10,2024
2024-10-07,Food,Groceries,2807.48,expense,Groceries payment,October,10,2024
2024-10-07,Food,Coffee,778.08,expense,Coffee payment,October,10,2024
2024-10-07,Transport,Fuel,2512.65,expense,Fuel payment,October,10,2024
2024-10-07,Transport,Uber,397.05,expense,Uber payment,October,10,2024
2024-10-07,Transport,Metro,414.09,expense,Metro payment,October,10,2024
2024-10-07,Entertainment,Gaming,1344.44,expense,Gaming payment,October,10,2024
2024-10-07,Investment,Crypto,2858.61,expense,Crypto payment,October,10,2024
2024-10-08,Income,Dividends,2833.77,income,Dividends payment,October,10,2024
2024-10-08,Food,Restaurants,2598.72,expense,Restaurants payment,October,10,2024
2024-10-08,Food,Food Delivery,756.18,expense,Food Delivery payment,October,10,2024
2024-10-08,Transport,Metro,352.88,expense,Metro payment,October,10,2024
2024-10-08,Entertainment,Gaming,1530.53,expense,Gaming payment,October,10,2024
2024-10-08,Shopping,Clothing,1558.6,expense,Clothing payment,October,10,2024
2024-10-09,Food,Coffee,789.81,expense,Coffee payment,October,10,2024
2024-10-09,Transport,Metro,283.92,expense,Metro payment,October,10,2024
2024-10-09,Entertainment,Movies,645.92,expense,Movies payment,October,10,2024
2024-10-09,Entertainment,Events,1691.32,expense,Events payment,October,10,2024
2024-10-09,Investment,Gold,1123.79,expense,Gold payment,October,10,2024
2024-10-10,Health,Medicine,1032.85,expense,Medicine payment,October,10,2024
2024-10-10,Shopping,Home Decor,1765.11,expense,Home Decor payment,October,10,2024
2024-10-10,Investment,Mutual Funds,5680.66,expense,Mutual Funds payment,October,10,2024
2024-10-11,Food,Restaurants,2267.42,expense,Restaurants payment,October,10,2024
2024-10-11,Food,Food Delivery,550.9,expense,Food Delivery payment,October,10,2024
2024-10-11,Transport,Metro,428.45,expense,Metro payment,October,10,2024
2024-10-11,Shopping,Books,302.6,expense,Books payment,October,10,2024
2024-10-11,Investment,Stocks,4817.37,expense,Stocks payment,October,10,2024
2024-10-12,Food,Coffee,519.76,expense,Coffee payment,October,10,2024
2024-10-12,Transport,Metro,324.05,expense,Metro payment,October,10,2024
2024-10-12,Health,Medicine,1889.77,expense,Medicine payment,October,10,2024
2024-10-13,Housing,Electricity,1033.53,expense,Electricity payment,October,10,2024
2024-10-13,Housing,Maintenance,1929.55,expense,Maintenance payment,October,10,2024
2024-10-13,Transport,Metro,394.98,expense,Metro payment,October,10,2024
2024-10-13,Entertainment,Gaming,649.97,expense,Gaming payment,October,10,2024
2024-10-13,Shopping,Clothing,2919.87,expense,Clothing payment,October,10,2024
2024-10-13,Investment,Crypto,1953.44,expense,Crypto payment,October,10,2024
2024-10-13,Savings,Emergency Fund,3000.77,expense,Emergency Fund payment,October,10,2024
2024-10-14,Food,Groceries,4292.3,expense,Groceries payment,October,10,2024
2024-10-14,Food,Coffee,575.21,expense,Coffee payment,October,10,2024
2024-10-14,Transport,Fuel,2368.4,expense,Fuel payment,October,10,2024
2024-10-14,Transport,Uber,268.43,expense,Uber payment,October,10,2024
2024-10-14,Transport,Metro,113.34,expense,Metro payment,October,10,2024
2024-10-14,Entertainment,Gaming,429.56,expense,Gaming payment,October,10,2024
2024-10-14,Shopping,Electronics,10808.34,expense,Electronics payment,October,10,2024
2024-10-14,Investment,Mutual Funds,6511.78,expense,Mutual Funds payment,October,10,2024
2024-10-15,Income,Freelance,10758.8,income,Freelance payment,October,10,2024
2024-10-15,Food,Restaurants,1349.04,expense,Restaurants payment,October,10,2024
2024-10-15,Food,Food Delivery,1425.1,expense,Food Delivery payment,October,10,2024
2024-10-15,Entertainment,Events,1987.94,expense,Events payment,October,10,2024
2024-10-15,Health,Medicine,1620.95,expense,Medicine payment,October,10,2024
2024-10-15,Savings,Emergency Fund,2935.0,expense,Emergency Fund payment,October,10,2024
2024-10-16,Food,Coffee,731.13,expense,Coffee payment,October,10,2024
2024-10-16,Transport,Car Maintenance,1889.03,expense,Car Maintenance payment,October,10,2024
2024-10-16,Entertainment,Events,1966.1,expense,Events payment,October,10,2024
2024-10-16,Health,Doctor,1767.77,expense,Doctor payment,October,10,2024
2024-10-17,Transport,Metro,485.23,expense,Metro payment,October,10,2024
2024-10-17,Health,Doctor,1048.51,expense,Doctor payment,October,10,2024
2024-10-17,Shopping,Clothing,1892.1,expense,Clothing payment,October,10,2024
2024-10-18,Housing,Maintenance,575.04,expense,Maintenance payment,October,10,2024
2024-10-18,Food,Restaurants,787.97,expense,Restaurants payment,October,10,2024
2024-10-18,Food,Food Delivery,648.69,expense,Food Delivery payment,October,10,2024
2024-10-18,Transport,Metro,334.27,expense,Metro payment,October,10,2024
2024-10-18,Entertainment,Movies,314.84,expense,Movies payment,October,10,2024
2024-10-18,Shopping,Books,874.31,expense,Books payment,October,10,2024
2024-10-18,Investment,Mutual Funds,6064.71,expense,Mutual Funds payment,October,10,2024
2024-10-18,Savings,Emergency Fund,4808.34,expense,Emergency Fund payment,October,10,2024
2024-10-19,Food,Coffee,764.7,expense,Coffee payment,October,10,2024
2024-10-19,Entertainment,Events,861.08,expense,Events payment,October,10,2024
2024-10-19,Investment,Crypto,3464.11,expense,Crypto payment,October,10,2024
2024-10-20,Housing,Electricity,1754.73,expense,Electricity payment,October,10,2024
2024-10-20,Entertainment,Events,1676.67,expense,Events payment,October,10,2024
2024-10-20,Health,Doctor,1771.53,expense,Doctor payment,October,10,2024
2024-10-21,Food,Groceries,3751.95,expense,Groceries payment,October,10,2024
2024-10-21,Food,Coffee,221.96,expense,Coffee payment,October,10,2024
2024-10-21,Transport,Fuel,1829.29,expense,Fuel payment,October,10,2024
2024-10-21,Transport,Uber,362.4,expense,Uber payment,October,10,2024
2024-10-21,Shopping,Electronics,3092.37,expense,Electronics payment,October,10,2024
2024-10-22,Food,Restaurants,948.91,expense,Restaurants payment,October,10,2024
2024-10-22,Food,Food Delivery,580.55,expense,Food Delivery payment,October,10,2024
2024-10-22,Entertainment,Movies,721.3,expense,Movies payment,October,10,2024
2024-10-22,Shopping,Clothing,1285.39,expense,Clothing payment,October,10,2024
2024-10-22,Shopping,Electronics,4603.99,expense,Electronics payment,October,10,2024
2024-10-23,Food,Coffee,747.43,expense,Coffee payment,October,10,2024
2024-10-23,Transport,Metro,219.79,expense,Metro payment,October,10,2024
2024-10-23,Shopping,Books,518.0,expense,Books payment,October,10,2024
2024-10-24,Transport,Metro,175.14,expense,Metro payment,October,10,2024
2024-10-24,Shopping,Electronics,14263.6,expense,Electronics payment,October,10,2024
2024-10-24,Shopping,Home Decor,4146.81,expense,Home Decor payment,October,10,2024
2024-10-25,Housing,Electricity,1742.43,expense,Electricity payment,October,10,2024
2024-10-25,Food,Restaurants,884.23,expense,Restaurants payment,October,10,2024
2024-10-25,Food,Food Delivery,1443.17,expense,Food Delivery payment,October,10,2024
2024-10-25,Transport,Metro,351.94,expense,Metro payment,October,10,2024
2024-10-25,Shopping,Home Decor,3062.82,expense,Home Decor payment,October,10,2024
2024-10-25,Investment,Mutual Funds,2625.88,expense,Mutual Funds payment,October,10,2024
2024-10-25,Investment,Gold,3756.1,expense,Gold payment,October,10,2024
2024-10-26,Income,Dividends,2907.49,income,Dividends payment,October,10,2024
2024-10-26,Food,Coffee,595.74,expense,Coffee payment,October,10,2024
2024-10-26,Transport,Metro,122.98,expense,Metro payment,October,10,2024
2024-10-26,Health,Doctor,1841.13,expense,Doctor payment,October,10,2024
2024-10-26,Shopping,Electronics,14416.26,expense,Electronics payment,October,10,2024
2024-10-26,Shopping,Books,364.54,expense,Books payment,October,10,2024
2024-10-27,Transport,Metro,157.08,expense,Metro payment,October,10,2024
2024-10-27,Transport,Car Maintenance,2296.57,expense,Car Maintenance payment,October,10,2024
2024-10-28,Food,Groceries,4199.73,expense,Groceries payment,October,10,2024
2024-10-28,Food,Coffee,474.7,expense,Coffee payment,October,10,2024
2024-10-28,Transport,Fuel,2866.25,expense,Fuel payment,October,10,2024
2024-10-28,Transport,Uber,346.76,expense,Uber payment,October,10,2024
2024-10-28,Transport,Metro,257.42,expense,Metro payment,October,10,2024
2024-10-28,Savings,Emergency Fund,2315.67,expense,Emergency Fund payment,October,10,2024
2024-10-29,Food,Restaurants,1765.16,expense,Restaurants payment,October,10,2024
2024-10-29,Food,Food Delivery,854.6,expense,Food Delivery payment,October,10,2024
2024-10-29,Transport,Metro,377.79,expense,Metro payment,October,10,2024
2024-10-29,Health,Doctor,786.71,expense,Doctor payment,October,10,2024
2024-10-29,Investment,Stocks,6839.0,expense,Stocks payment,October,10,2024
2024-10-29,Investment,Gold,4281.71,expense,Gold payment,October,10,2024
2024-10-30,Income,Dividends,751.29,income,Dividends payment,October,10,2024
2024-10-30,Food,Coffee,434.51,expense,Coffee payment,October,10,2024
2024-10-30,Transport,Metro,405.44,expense,Metro payment,October,10,2024
2024-10-30,Health,Medicine,1415.08,expense,Medicine payment,October,10,2024
2024-10-30,Savings,Emergency Fund,2014.0,expense,Emergency Fund payment,October,10,2024
2024-10-31,Transport,Metro,136.55,expense,Metro payment,October,10,2024
2024-10-31,Investment,Crypto,2308.57,expense,Crypto payment,October,10,2024
2024-11-01,Income,Salary,57071.19,income,Salary payment,November,11,2024
2024-11-01,Housing,Rent,15000.0,expense,Rent payment,November,11,2024
2024-11-01,Housing,Internet,699.0,expense,Internet payment,November,11,2024
2024-11-01,Food,Restaurants,1505.35,expense,Restaurants payment,November,11,2024
2024-11-01,Food,Food Delivery,679.49,expense,Food Delivery payment,November,11,2024
2024-11-01,Transport,Metro,283.51,expense,Metro payment,November,11,2024
2024-11-01,Transport,Car Maintenance,4167.88,expense,Car Maintenance payment,November,11,2024
2024-11-01,Entertainment,OTT Subscriptions,1149.94,expense,OTT Subscriptions payment,November,11,2024
2024-11-01,Entertainment,Gaming,593.41,expense,Gaming payment,November,11,2024
2024-11-01,Health,Gym,2098.87,expense,Gym payment,November,11,2024
2024-11-01,Health,Doctor,1840.45,expense,Doctor payment,November,11,2024
2024-11-02,Income,Salary,61937.21,income,Salary payment,November,11,2024
2024-11-02,Housing,Rent,15000.0,expense,Rent payment,November,11,2024
2024-11-02,Housing,Internet,699.0,expense,Internet payment,November,11,2024
2024-11-02,Food,Coffee,401.06,expense,Coffee payment,November,11,2024
2024-11-02,Entertainment,OTT Subscriptions,882.37,expense,OTT Subscriptions payment,November,11,2024
2024-11-02,Health,Gym,2488.38,expense,Gym payment,November,11,2024
2024-11-02,Investment,Mutual Funds,4247.14,expense,Mutual Funds payment,November,11,2024
2024-11-03,Income,Salary,55379.07,income,Salary payment,November,11,2024
2024-11-03,Housing,Rent,15000.0,expense,Rent payment,November,11,2024
2024-11-03,Housing,Internet,699.0,expense,Internet payment,November,11,2024
2024-11-03,Entertainment,OTT Subscriptions,1020.87,expense,OTT Subscriptions payment,November,11,2024
2024-11-03,Health,Gym,1523.69,expense,Gym payment,November,11,2024
2024-11-04,Housing,Electricity,1843.84,expense,Electricity payment,November,11,2024
2024-11-04,Housing,Maintenance,981.16,expense,Maintenance payment,November,11,2024
2024-11-04,Food,Groceries,3903.1,expense,Groceries payment,November,11,2024
2024-11-04,Food,Coffee,284.92,expense,Coffee payment,November,11,2024
2024-11-04,Transport,Fuel,1806.33,expense,Fuel payment,November,11,2024
2024-11-04,Transport,Uber,273.41,expense,Uber payment,November,11,2024
2024-11-04,Transport,Metro,432.49,expense,Metro payment,November,11,2024
2024-11-04,Entertainment,Gaming,1504.98,expense,Gaming payment,November,11,2024
2024-11-04,Investment,Gold,4890.22,expense,Gold payment,November,11,2024
2024-11-05,Food,Restaurants,2400.81,expense,Restaurants payment,November,11,2024
2024-11-05,Food,Food Delivery,1283.52,expense,Food Delivery payment,November,11,2024
2024-11-05,Transport,Car Maintenance,2216.39,expense,Car Maintenance payment,November,11,2024
2024-11-05,Investment,Crypto,1546.63,expense,Crypto payment,November,11,2024
2024-11-06,Income,Dividends,1751.75,income,Dividends payment,November,11,2024
2024-11-06,Food,Coffee,755.41,expense,Coffee payment,November,11,2024
2024-11-06,Shopping,Clothing,4686.41,expense,Clothing payment,November,11,2024
2024-11-07,Entertainment,Gaming,1663.63,expense,Gaming payment,November,11,2024
2024-11-07,Savings,Emergency Fund,4312.92,expense,Emergency Fund payment,November,11,2024
2024-11-08,Food,Restaurants,2752.49,expense,Restaurants payment,November,11,2024
2024-11-08,Food,Food Delivery,922.24,expense,Food Delivery payment,November,11,2024
2024-11-08,Transport,Metro,269.18,expense,Metro payment,November,11,2024
2024-11-08,Investment,Stocks,7453.26,expense,Stocks payment,November,11,2024
2024-11-08,Investment,Gold,3994.92,expense,Gold payment,November,11,2024
2024-11-09,Food,Coffee,200.95,expense,Coffee payment,November,11,2024
2024-11-09,Transport,Metro,378.53,expense,Metro payment,November,11,2024
2024-11-09,Investment,Crypto,1730.92,expense,Crypto payment,November,11,2024
2024-11-10,Shopping,Home Decor,774.75,expense,Home Decor payment,November,11,2024
2024-11-10,Investment,Stocks,7077.12,expense,Stocks payment,November,11,2024
2024-11-10,Investment,Crypto,3089.34,expense,Crypto payment,November,11,2024
2024-11-10,Investment,Gold,3411.94,expense,Gold payment,November,11,2024
2024-11-11,Food,Groceries,3288.36,expense,Groceries payment,November,11,2024
2024-11-11,Food,Coffee,422.47,expense,Coffee payment,November,11,2024
2024-11-11,Transport,Fuel,2835.23,expense,Fuel payment,November,11,2024
2024-11-11,Transport,Uber,999.56,expense,Uber payment,November,11,2024
2024-11-11,Entertainment,Events,1390.07,expense,Events payment,November,11,2024
2024-11-11,Health,Doctor,1642.3,expense,Doctor payment,November,11,2024
2024-11-11,Shopping,Books,681.53,expense,Books payment,November,11,2024
2024-11-12,Food,Restaurants,969.84,expense,Restaurants payment,November,11,2024
2024-11-12,Food,Food Delivery,1483.42,expense,Food Delivery payment,November,11,2024
2024-11-12,Entertainment,Movies,480.1,expense,Movies payment,November,11,2024
2024-11-12,Entertainment,Gaming,1653.6,expense,Gaming payment,November,11,2024
2024-11-12,Shopping,Home Decor,2425.62,expense,Home Decor payment,November,11,2024
2024-11-13,Housing,Electricity,1424.07,expense,Electricity payment,November,11,2024
2024-11-13,Food,Coffee,714.08,expense,Coffee payment,November,11,2024
2024-11-13,Transport,Metro,151.14,expense,Metro payment,November,11,2024
2024-11-13,Shopping,Electronics,10614.35,expense,Electronics payment,November,11,2024
2024-11-13,Investment,Crypto,2739.57,expense,Crypto payment,November,11,2024
2024-11-14,Transport,Metro,290.52,expense,Metro payment,November,11,2024
2024-11-14,Entertainment,Movies,367.88,expense,Movies payment,November,11,2024
2024-11-14,Health,Medicine,1445.21,expense,Medicine payment,November,11,2024
2024-11-15,Food,Restaurants,789.22,expense,Restaurants payment,November,11,2024
2024-11-15,Food,Food Delivery,405.22,expense,Food Delivery payment,November,11,2024
2024-11-15,Transport,Metro,396.23,expense,Metro payment,November,11,2024
2024-11-15,Entertainment,Gaming,861.93,expense,Gaming payment,November,11,2024
2024-11-15,Shopping,Clothing,1247.54,expense,Clothing payment,November,11,2024
2024-11-16,Food,Coffee,476.36,expense,Coffee payment,November,11,2024
2024-11-16,Transport,Metro,477.16,expense,Metro payment,November,11,2024
2024-11-16,Health,Medicine,1397.63,expense,Medicine payment,November,11,2024
2024-11-16,Investment,Stocks,9977.94,expense,Stocks payment,November,11,2024
2024-11-17,Health,Medicine,1757.78,expense,Medicine payment,November,11,2024
2024-11-18,Food,Groceries,2849.12,expense,Groceries payment,November,11,2024
2024-11-18,Food,Coffee,617.83,expense,Coffee payment,November,11,2024
2024-11-18,Transport,Fuel,1792.64,expense,Fuel payment,November,11,2024
2024-11-18,Transport,Uber,885.0,expense,Uber payment,November,11,2024
2024-11-18,Transport,Metro,152.36,expense,Metro payment,November,11,2024
2024-11-18,Shopping,Electronics,11047.42,expense,Electronics payment,November,11,2024
2024-11-18,Shopping,Books,374.51,expense,Books payment,November,11,2024
2024-11-18,Investment,Crypto,3903.83,expense,Crypto payment,November,11,2024
2024-11-19,Income,Dividends,2876.0,income,Dividends payment,November,11,2024
2024-11-19,Food,Restaurants,2814.96,expense,Restaurants payment,November,11,2024
2024-11-19,Food,Food Delivery,415.26,expense,Food Delivery payment,November,11,2024
2024-11-19,Entertainment,Movies,790.14,expense,Movies payment,November,11,2024
2024-11-19,Shopping,Electronics,5131.12,expense,Electronics payment,November,11,2024
2024-11-20,Food,Coffee,365.13,expense,Coffee payment,November,11,2024
2024-11-20,Entertainment,Movies,341.32,expense,Movies payment,November,11,2024
2024-11-20,Health,Doctor,1932.45,expense,Doctor payment,November,11,2024
2024-11-21,Income,Freelance,5952.47,income,Freelance payment,November,11,2024
2024-11-21,Transport,Car Maintenance,3002.27,expense,Car Maintenance payment,November,11,2024
2024-11-21,Shopping,Home Decor,3888.45,expense,Home Decor payment,November,11,2024
2024-11-22,Income,Dividends,822.04,income,Dividends payment,November,11,2024
2024-11-22,Food,Restaurants,1906.24,expense,Restaurants payment,November,11,2024
2024-11-22,Food,Food Delivery,1321.74,expense,Food Delivery payment,November,11,2024
2024-11-22,Transport,Metro,491.97,expense,Metro payment,November,11,2024
2024-11-22,Health,Doctor,1251.5,expense,Doctor payment,November,11,2024
2024-11-23,Housing,Maintenance,2549.41,expense,Maintenance payment,November,11,2024
2024-11-23,Food,Coffee,342.26,expense,Coffee payment,November,11,2024
2024-11-23,Transport,Metro,219.88,expense,Metro payment,November,11,2024
2024-11-23,Health,Doctor,2055.78,expense,Doctor payment,November,11,2024
2024-11-23,Shopping,Clothing,2019.87,expense,Clothing payment,November,11,2024
2024-11-23,Investment,Stocks,4779.26,expense,Stocks payment,November,11,2024
2024-11-23,Savings,Emergency Fund,4198.02,expense,Emergency Fund payment,November,11,2024
2024-11-24,Shopping,Clothing,3414.43,expense,Clothing payment,November,11,2024
2024-11-24,Shopping,Electronics,3620.08,expense,Electronics payment,November,11,2024
2024-11-24,Shopping,Home Decor,2967.66,expense,Home Decor payment,November,11,2024
2024-11-24,Shopping,Books,712.14,expense,Books payment,November,11,2024
2024-11-25,Income,Freelance,10657.34,income,Freelance payment,November,11,2024
2024-11-25,Housing,Maintenance,2814.09,expense,Maintenance payment,November,11,2024
2024-11-25,Food,Groceries,2527.19,expense,Groceries payment,November,11,2024
2024-11-25,Food,Coffee,637.0,expense,Coffee payment,November,11,2024
2024-11-25,Transport,Fuel,1959.82,expense,Fuel payment,November,11,2024
2024-11-25,Transport,Uber,857.07,expense,Uber payment,November,11,2024
2024-11-25,Transport,Metro,311.58,expense,Metro payment,November,11,2024
2024-11-26,Income,Freelance,5142.46,income,Freelance payment,November,11,2024
2024-11-26,Housing,Maintenance,1447.0,expense,Maintenance payment,November,11,2024
2024-11-26,Food,Restaurants,2338.56,expense,Restaurants payment,November,11,2024
2024-11-26,Food,Food Delivery,363.44,expense,Food Delivery payment,November,11,2024
2024-11-27,Food,Coffee,254.08,expense,Coffee payment,November,11,2024
2024-11-27,Transport,Metro,391.98,expense,Metro payment,November,11,2024
2024-11-27,Entertainment,Gaming,1538.14,expense,Gaming payment,November,11,2024
2024-11-29,Income,Freelance,17591.13,income,Freelance payment,November,11,2024
2024-11-29,Food,Restaurants,1447.74,expense,Restaurants payment,November,11,2024
2024-11-29,Food,Food Delivery,747.94,expense,Food Delivery payment,November,11,2024
2024-11-29,Transport,Metro,465.62,expense,Metro payment,November,11,2024
2024-11-29,Entertainment,Events,1247.94,expense,Events payment,November,11,2024
2024-11-29,Investment,Gold,2852.23,expense,Gold payment,November,11,2024
2024-11-30,Food,Coffee,412.34,expense,Coffee payment,November,11,2024
2024-11-30,Transport,Metro,456.08,expense,Metro payment,November,11,2024
2024-11-30,Entertainment,Gaming,1085.68,expense,Gaming payment,November,11,2024
2024-11-30,Entertainment,Events,1785.8,expense,Events payment,November,11,2024
2024-11-30,Health,Doctor,1718.53,expense,Doctor payment,November,11,2024
2024-11-30,Savings,Emergency Fund,3315.72,expense,Emergency Fund payment,November,11,2024
2024-12-01,Income,Salary,63393.57,income,Salary payment,December,12,2024
2024-12-01,Housing,Rent,15000.0,expense,Rent payment,December,12,2024
2024-12-01,Housing,Internet,699.0,expense,Internet payment,December,12,2024
2024-12-01,Transport,Metro,116.1,expense,Metro payment,December,12,2024
2024-12-01,Entertainment,OTT Subscriptions,1243.92,expense,OTT Subscriptions payment,December,12,2024
2024-12-01,Health,Gym,1979.29,expense,Gym payment,December,12,2024
2024-12-02,Income,Salary,63430.63,income,Salary payment,December,12,2024
2024-12-02,Income,Dividends,769.7,income,Dividends payment,December,12,2024
2024-12-02,Housing,Rent,15000.0,expense,Rent payment,December,12,2024
2024-12-02,Housing,Internet,699.0,expense,Internet payment,December,12,2024
2024-12-02,Food,Groceries,2709.51,expense,Groceries payment,December,12,2024
2024-12-02,Food,Coffee,606.99,expense,Coffee payment,December,12,2024
2024-12-02,Transport,Fuel,2013.21,expense,Fuel payment,December,12,2024
2024-12-02,Transport,Uber,981.15,expense,Uber payment,December,12,2024
2024-12-02,Entertainment,OTT Subscriptions,789.47,expense,OTT Subscriptions payment,December,12,2024
2024-12-02,Health,Gym,1652.5,expense,Gym payment,December,12,2024
2024-12-03,Income,Salary,60023.34,income,Salary payment,December,12,2024
2024-12-03,Housing,Rent,15000.0,expense,Rent payment,December,12,2024
2024-12-03,Housing,Internet,699.0,expense,Internet payment,December,12,2024
2024-12-03,Housing,Maintenance,595.92,expense,Maintenance payment,December,12,2024
2024-12-03,Food,Restaurants,2976.0,expense,Restaurants payment,December,12,2024
2024-12-03,Food,Food Delivery,1414.92,expense,Food Delivery payment,December,12,2024
2024-12-03,Transport,Metro,346.59,expense,Metro payment,December,12,2024
2024-12-03,Transport,Car Maintenance,729.3,expense,Car Maintenance payment,December,12,2024
2024-12-03,Entertainment,OTT Subscriptions,907.3,expense,OTT Subscriptions payment,December,12,2024
2024-12-03,Health,Gym,1836.18,expense,Gym payment,December,12,2024
2024-12-03,Investment,Gold,1163.56,expense,Gold payment,December,12,2024
2024-12-03,Savings,Emergency Fund,4234.26,expense,Emergency Fund payment,December,12,2024
2024-12-04,Housing,Maintenance,962.1,expense,Maintenance payment,December,12,2024
2024-12-04,Food,Coffee,769.0,expense,Coffee payment,December,12,2024
2024-12-04,Transport,Metro,221.74,expense,Metro payment,December,12,2024
2024-12-04,Transport,Car Maintenance,561.48,expense,Car Maintenance payment,December,12,2024
